subject,hemisphere,dataType,label,dice
s1,right,NoDenoising,all,0.747397
s1,right,NoDenoising,14,0.753353
s1,right,NoDenoising,16,0.747622
s1,right,NoDenoising,18,0.740612
s10,right,NoDenoising,all,0.76596
s10,right,NoDenoising,14,0.736041
s10,right,NoDenoising,16,0.779393
s10,right,NoDenoising,18,0.769539
s11,right,NoDenoising,all,0.675496
s11,right,NoDenoising,14,0.683603
s11,right,NoDenoising,16,0.695734
s11,right,NoDenoising,18,0.611127
s12,right,NoDenoising,all,0.663955
s12,right,NoDenoising,14,0.648933
s12,right,NoDenoising,16,0.683488
s12,right,NoDenoising,18,0.632245
s13,right,NoDenoising,all,0.763802
s13,right,NoDenoising,14,0.741123
s13,right,NoDenoising,16,0.777203
s13,right,NoDenoising,18,0.756609
s14,right,NoDenoising,all,0.750262
s14,right,NoDenoising,14,0.729122
s14,right,NoDenoising,16,0.763322
s14,right,NoDenoising,18,0.735632
s15,right,NoDenoising,all,0.757888
s15,right,NoDenoising,14,0.697214
s15,right,NoDenoising,16,0.785753
s15,right,NoDenoising,18,0.751401
s16,right,NoDenoising,all,0.74724
s16,right,NoDenoising,14,0.665851
s16,right,NoDenoising,16,0.776522
s16,right,NoDenoising,18,0.751131
s17,right,NoDenoising,all,0.6861
s17,right,NoDenoising,14,0.621549
s17,right,NoDenoising,16,0.692491
s17,right,NoDenoising,18,0.736523
s18,right,NoDenoising,all,0.746569
s18,right,NoDenoising,14,0.716523
s18,right,NoDenoising,16,0.759528
s18,right,NoDenoising,18,0.742998
s19,right,NoDenoising,all,0.76997
s19,right,NoDenoising,14,0.700698
s19,right,NoDenoising,16,0.779167
s19,right,NoDenoising,18,0.818182
s2,right,NoDenoising,all,0.72384
s2,right,NoDenoising,14,0.656173
s2,right,NoDenoising,16,0.74294
s2,right,NoDenoising,18,0.75978
s3,right,NoDenoising,all,0.755898
s3,right,NoDenoising,14,0.71489
s3,right,NoDenoising,16,0.768427
s3,right,NoDenoising,18,0.772475
s4,right,NoDenoising,all,0.716655
s4,right,NoDenoising,14,0.706066
s4,right,NoDenoising,16,0.719518
s4,right,NoDenoising,18,0.723517
s5,right,NoDenoising,all,0.744313
s5,right,NoDenoising,14,0.680338
s5,right,NoDenoising,16,0.763284
s5,right,NoDenoising,18,0.758661
s6,right,NoDenoising,all,0.725985
s6,right,NoDenoising,14,0.769784
s6,right,NoDenoising,16,0.734459
s6,right,NoDenoising,18,0.655067
s7,right,NoDenoising,all,0.770345
s7,right,NoDenoising,14,0.750646
s7,right,NoDenoising,16,0.782116
s7,right,NoDenoising,18,0.762221
s8,right,NoDenoising,all,0.745378
s8,right,NoDenoising,14,0.711189
s8,right,NoDenoising,16,0.761199
s8,right,NoDenoising,18,0.745472
s9,right,NoDenoising,all,0.756355
s9,right,NoDenoising,14,0.711795
s9,right,NoDenoising,16,0.775467
s9,right,NoDenoising,18,0.750947
s1,left,NoDenoising,all,0.684222
s1,left,NoDenoising,13,0.680452
s1,left,NoDenoising,15,0.686987
s1,left,NoDenoising,17,0.682264
s10,left,NoDenoising,all,0.76926
s10,left,NoDenoising,13,0.765335
s10,left,NoDenoising,15,0.772972
s10,left,NoDenoising,17,0.763782
s11,left,NoDenoising,all,0.687121
s11,left,NoDenoising,13,0.715392
s11,left,NoDenoising,15,0.7085
s11,left,NoDenoising,17,0.605202
s12,left,NoDenoising,all,0.700146
s12,left,NoDenoising,13,0.689409
s12,left,NoDenoising,15,0.727882
s12,left,NoDenoising,17,0.636332
s13,left,NoDenoising,all,0.75623
s13,left,NoDenoising,13,0.74367
s13,left,NoDenoising,15,0.774047
s13,left,NoDenoising,17,0.72934
s14,left,NoDenoising,all,0.801024
s14,left,NoDenoising,13,0.779
s14,left,NoDenoising,15,0.808443
s14,left,NoDenoising,17,0.80415
s15,left,NoDenoising,all,0.739848
s15,left,NoDenoising,13,0.684564
s15,left,NoDenoising,15,0.760141
s15,left,NoDenoising,17,0.745506
s16,left,NoDenoising,all,0.801501
s16,left,NoDenoising,13,0.713819
s16,left,NoDenoising,15,0.832314
s16,left,NoDenoising,17,0.795019
s17,left,NoDenoising,all,0.662614
s17,left,NoDenoising,13,0.627392
s17,left,NoDenoising,15,0.67077
s17,left,NoDenoising,17,0.676294
s18,left,NoDenoising,all,0.735605
s18,left,NoDenoising,13,0.724287
s18,left,NoDenoising,15,0.762791
s18,left,NoDenoising,17,0.67215
s19,left,NoDenoising,all,0.791841
s19,left,NoDenoising,13,0.763502
s19,left,NoDenoising,15,0.802539
s19,left,NoDenoising,17,0.793693
s2,left,NoDenoising,all,0.690399
s2,left,NoDenoising,13,0.613675
s2,left,NoDenoising,15,0.707146
s2,left,NoDenoising,17,0.71498
s3,left,NoDenoising,all,0.764026
s3,left,NoDenoising,13,0.71101
s3,left,NoDenoising,15,0.776909
s3,left,NoDenoising,17,0.79088
s4,left,NoDenoising,all,0.752425
s4,left,NoDenoising,13,0.686415
s4,left,NoDenoising,15,0.767399
s4,left,NoDenoising,17,0.797325
s5,left,NoDenoising,all,0.737556
s5,left,NoDenoising,13,0.703086
s5,left,NoDenoising,15,0.76045
s5,left,NoDenoising,17,0.710149
s6,left,NoDenoising,all,0.764596
s6,left,NoDenoising,13,0.770879
s6,left,NoDenoising,15,0.774892
s6,left,NoDenoising,17,0.733267
s7,left,NoDenoising,all,0.76839
s7,left,NoDenoising,13,0.727709
s7,left,NoDenoising,15,0.771032
s7,left,NoDenoising,17,0.80275
s8,left,NoDenoising,all,0.708693
s8,left,NoDenoising,13,0.683786
s8,left,NoDenoising,15,0.72
s8,left,NoDenoising,17,0.707489
s9,left,NoDenoising,all,0.716365
s9,left,NoDenoising,13,0.677677
s9,left,NoDenoising,15,0.719469
s9,left,NoDenoising,17,0.74375
